بازیچۂ اطفال
جام آتی
آتی نہیں
نہیں مجھ
مجھ کو
نہ کر
کر خاراشگافوں
خاراشگافوں سے
سے تقاضا
تقاضا شیشہ
شیشہ سازی
سازی کا
کہاں سے
سے تو
تو نے
نے اے
اے اقبالؔ
اقبالؔ سیکھی
سیکھی ہے
ہے یہ
یہ درویشی
کہ چرچا
چرچا پادشاہوں
پادشاہوں میں
میں ہے
ہے تیری
تیری بے
بے نیازی
نیازی کا
مجھے آہ
آہ فغان
فغان نیم
نیم شب
شب کا
کا پھر
پھر پیام
پیام آیا
تھم اے
اے رہرو
رہرو کہ
کہ شاید
شاید پھر
پھر کوئی
کوئی مشکل
مشکل مقام
مقام آیا
ذرا تقدیر
تقدیر کی
کی گہرائیوں
گہرائیوں میں
میں ڈوب
ڈوب جا
جا تو
تو بھی
کہ اس
اس جنگاہ
جنگاہ سے
سے میں
میں بن
بن کے
کے تیغ
تیغ بے
بے نیام
نیام آیا
یہ مصرع
مصرع لکھ
لکھ دیا
دیا کس
کس شوخ
شوخ نے
نے محراب
محراب مسجد
مسجد پر
یہ ناداں
ناداں گر
گر گئے
گئے سجدوں
سجدوں میں
میں جب
جب وقت
وقت قیام
قیام آیا
چل اے
اے میری
میری غریبی
غریبی کا
کا تماشا
تماشا دیکھنے
دیکھنے والے
وہ محفل
محفل اٹھ
اٹھ گئی
گئی جس
جس دم
دم تو
تو مجھ
مجھ تک
تک دور
دور جام
جام آیا
دیا اقبالؔ
اقبالؔ نے
نے ہندی
ہندی مسلمانوں
مسلمانوں کو
کو سوز
سوز اپنا
یہ اک
اک مرد
مرد تن
تن آساں
آساں تھا
تھا تن
تن آسانوں
آسانوں کے
کے کام
کام آیا
اسی اقبالؔ
اقبالؔ کی
کی میں
میں جستجو
جستجو کرتا
کرتا رہا
رہا برسوں
بڑی مدت
مدت کے
کے بعد
بعد آخر
آخر وہ
وہ شاہیں
شاہیں زیر
زیر دام
دام آیا
سما سکتا
سکتا نہیں
نہیں پہنائے
پہنائے فطرت
فطرت میں
میں مرا
مرا سودا
غلط تھا
تھا اے
اے جنوں
جنوں شاید
شاید ترا
ترا اندازۂ
اندازۂ صحرا
خودی سے
سے اس
اس طلسم
طلسم رنگ
رنگ بو
بو کو
کو توڑ
توڑ سکتے
سکتے ہیں
یہی توحید
توحید تھی
تھی جس
جس کو
کو نہ
نہ تو
تو سمجھا
سمجھا نہ
نہ میں
میں سمجھا
نگہ پیدا
پیدا کر
کر اے
اے غافل
غافل تجلی
تجلی عین
عین فطرت
فطرت ہے
کہ اپنی
اپنی موج
موج سے
سے بیگانہ
بیگانہ رہ
رہ سکتا
سکتا نہیں
نہیں دریا
رقابت علم
علم عرفاں
عرفاں میں
میں غلط
غلط بینی
بینی ہے
ہے منبر
منبر کی
کہ وہ
وہ حلاج
حلاج کی
کی سولی
سولی کو
کو سمجھا
سمجھا ہے
ہے رقیب
رقیب اپنا
خدا کے
کے پاک
پاک بندوں
بندوں کو
کو حکومت
حکومت میں
میں غلامی
غلامی میں
زرہ کوئی
کوئی اگر
اگر محفوظ
محفوظ رکھتی
رکھتی ہے
ہے تو
تو استغنا
نہ کر
کر تقلید
تقلید اے
اے جبریل
جبریل میرے
میرے جذب
جذب مستی
مستی کی
تن آساں
آساں عرشیوں
عرشیوں کو
کو ذکر
ذکر تسبیح
تسبیح طواف
طواف اولیٰ
بہت دیکھے
دیکھے ہیں
ہیں میں
میں نے
نے مشرق
مشرق مغرب
مغرب کے
کے مے
مے خانے
یہاں ساقی
ساقی نہیں
نہیں پیدا
پیدا وہاں
وہاں بے
بے ذوق
ذوق ہے
ہے صہبا
نہ ایراں
ایراں میں
میں رہے
رہے باقی
باقی نہ
نہ توراں
توراں میں
میں رہے
رہے باقی
وہ بندے
بندے فقر
فقر تھا
تھا جن
جن کا
کا ہلاک
ہلاک قیصر
قیصر کسریٰ
یہی شیخ
شیخ حرم
حرم ہے
ہے جو
جو چرا
چرا کر
کر بیچ
بیچ کھاتا
کھاتا ہے
گلیم بو
بو ذر
ذر دلق
دلق اویس
اویس چادر
چادر زہرا
حضور حق
حق میں
میں اسرافیل
اسرافیل نے
نے میری
میری شکایت
شکایت کی
یہ بندہ
بندہ وقت
وقت سے
سے پہلے
پہلے قیامت
قیامت کر
کر نہ
نہ دے
دے برپا
ندا آئی
آئی کہ
کہ آشوب
آشوب قیامت
قیامت سے
سے یہ
یہ کیا
کیا کم
کم ہے
گرفتہ چینیاں
چینیاں احرام
احرام مکی
مکی خفتہ
خفتہ در
در بطحا
لبالب شیشۂ
شیشۂ تہذیب
تہذیب حاضر
حاضر ہے
ہے مے
مے لا
لا سے
مگر ساقی
ساقی کے
کے ہاتھوں
ہاتھوں میں
میں نہیں
نہیں پیمانۂ
پیمانۂ الا
دبا رکھا
رکھا ہے
ہے اس
اس کو
کو زخمہ
زخمہ ور
ور کی
کی تیز
تیز دستی
دستی نے
بہت نیچے
نیچے سروں
سروں میں
میں ہے
ہے ابھی
ابھی یورپ
یورپ کا
کا واویلا
اسی دریا
دریا سے
سے اٹھتی
اٹھتی ہے
ہے وہ
وہ موج
موج تند
تند جولاں
جولاں بھی
نہنگوں کے
کے نشیمن
نشیمن جس
جس سے
سے ہوتے
ہوتے ہیں
ہیں تہ
تہ بالا
غلامی کیا
کیا ہے
ہے ذوق
ذوق حسن
حسن زیبائی
زیبائی سے
سے محرومی
جسے زیبا
زیبا کہیں
کہیں آزاد
آزاد بندے
بندے ہے
ہے وہی
وہی زیبا
بھروسا کر
کر نہیں
نہیں سکتے
سکتے غلاموں
غلاموں کی
کی بصیرت
بصیرت پر
کہ دنیا
دنیا میں
میں فقط
فقط مردان
مردان حر
حر کی
کی آنکھ
آنکھ ہے
ہے بینا
وہی ہے
ہے صاحب
صاحب امروز
امروز جس
جس نے
نے اپنی
اپنی ہمت
ہمت سے
زمانے کے
کے سمندر
سمندر سے
سے نکالا
نکالا گوہر
گوہر فردا
فرنگی شیشہ
شیشہ گر
گر کے
کے فن
فن سے
سے پتھر
پتھر ہوگئے
ہوگئے پانی
مری اکسیر
اکسیر نے
نے شیشے
شیشے کو
کو بخشی
بخشی سختی
سختی خارا
رہے ہیں
ہیں اور
اور ہیں
ہیں فرعون
فرعون میری
میری گھات
گھات میں
میں اب
اب تک
مگر کیا
کیا غم
غم کہ
کہ میری
میری آستیں
آستیں میں
میں ہے
ہے ید
ید بیضا
وہ چنگاری
چنگاری خس
خس خاشاک
خاشاک سے
سے کس
کس طرح
طرح دب
دب جائے
جسے حق
حق نے
نے کیا
کیا ہو
ہو نیستاں
نیستاں کے
کے واسطے
واسطے پیدا
محبت خویشتن
خویشتن بینی
بینی محبت
محبت خویشتن
خویشتن داری
محبت آستان
آستان قیصر
قیصر کسریٰ
کسریٰ سے
سے بے
بے پروا
عجب کیا
کیا گر
گر مہ
مہ پرویں
پرویں مرے
مرے نخچیر
نخچیر ہو
ہو جائیں
کہ بر
بر فتراک
فتراک صاحب
صاحب دولتے
دولتے بستم
بستم سر
سر خود
خود را
وہ دانائے
دانائے سبل
سبل ختم
ختم الرسل
الرسل مولائے
مولائے کل
کل جس
جس نے
غبار راہ
راہ کو
کو بخشا
بخشا فروغ
فروغ وادی
وادی سینا
نگاہ عشق
عشق مستی
مستی میں
میں وہی
وہی اول
اول وہی
وہی آخر
وہی قرآں
قرآں وہی
وہی فرقاں
فرقاں وہی
وہی یٰسیں
یٰسیں وہی
وہی طہٰ
سنائیؔ کے
کے ادب
ادب سے
سے میں
میں نے
نے غواصی
غواصی نہ
نہ کی
کی ورنہ
ابھی اس
اس بحر
بحر میں
میں باقی
باقی ہیں
ہیں لاکھوں
لاکھوں لولوئے
لولوئے لالا
اگر کج
کج رو
رو ہیں
ہیں انجم
انجم آسماں
آسماں تیرا
تیرا ہے
ہے یا
یا میرا
مجھے فکر
فکر جہاں
جہاں کیوں
کیوں ہو
ہو جہاں
جہاں تیرا
تیرا ہے
ہے یا
یا میرا
اگر ہنگامہ
ہنگامہ ہائے
ہائے شوق
شوق سے
سے ہے
ہے لا
لا مکاں
مکاں خالی
خطا کس
کس کی
کی ہے
ہے یا
یا رب
رب لا
لا مکاں
مکاں تیرا
تیرا ہے
ہے یا
یا میرا
اسے صبح
صبح ازل
ازل انکار
انکار کی
کی جرأت
جرأت ہوئی
ہوئی کیوں
کیوں کر
مجھے معلوم
معلوم کیا
کیا وہ
وہ رازداں
رازداں تیرا
تیرا ہے
ہے یا
یا میرا
محمد بھی
بھی ترا
ترا جبریل
جبریل بھی
بھی قرآن
قرآن بھی
بھی تیرا
مگر یہ
یہ حرف
حرف شیریں
شیریں ترجماں
ترجماں تیرا
تیرا ہے
ہے یا
یا میرا
اسی کوکب
کوکب کی
کی تابانی
تابانی سے
سے ہے
ہے تیرا
تیرا جہاں
جہاں روشن
زوال آدم
آدم خاکی
خاکی زیاں
زیاں تیرا
تیرا ہے
ہے یا
یا میرا
ہر اک
اک مقام
مقام سے
سے آگے
آگے گزر
گزر گیا
گیا مہ
مہ نو
کمال کس
کس کو
کو میسر
میسر ہوا
ہوا ہے
ہے بے
بے تگ
تگ دو
نفس کے
کے زور
زور سے
سے وہ
وہ غنچہ
غنچہ وا
وا ہوا
ہوا بھی
بھی تو
تو کیا
جسے نصیب
نصیب نہیں
نہیں آفتاب
آفتاب کا
کا پرتو
نگاہ پاک
پاک ہے
ہے تیری
تیری تو
تو پاک
پاک ہے
ہے دل
دل بھی
کہ دل
دل کو
کو حق
حق نے
نے کیا
کیا ہے
ہے نگاہ
نگاہ کا
کا پیرو
پنپ سکا
سکا نہ
نہ خیاباں
خیاباں میں
میں لالۂ
لالۂ دل
دل سوز
کہ سازگار
سازگار نہیں
نہیں یہ
یہ جہان
جہان گندم
گندم جو
رہے نہ
نہ ایبکؔ
ایبکؔ غوریؔ
غوریؔ کے
کے معرکے
معرکے باقی
ہمیشہ تازہ
تازہ شیریں
شیریں ہے
ہے نغمۂ
نغمۂ خسروؔ
جگنو کی
کی روشنی
روشنی ہے
ہے کاشانۂ
کاشانۂ چمن
چمن میں
یا شمع
شمع جل
جل رہی
رہی ہے
ہے پھولوں
پھولوں کی
کی انجمن
انجمن میں
آیا ہے
ہے آسماں
آسماں سے
سے اُڑ
اُڑ کر
کر کوئی
کوئی ستارہ
یا جان
جان پڑ
پڑ گئی
گئی ہے
ہے مہتاب
مہتاب کی
کی کرن
کرن میں
یا شب
شب کی
کی سلطنت
سلطنت میں
میں دن
دن کا
کا سفر
سفر آیا
غربت میں
میں کے
کے چمکا
چمکا گمنام
گمنام تھا
تھا وطن
وطن میں
تکمہ کوئی
کوئی گرا
گرا ہے
ہے مہتاب
مہتاب کی
کی قبا
قبا کا
ذرہ ہے
ہے یا
یا نمایاں
نمایاں سورج
سورج کے
کے پیرہن
پیرہن میں
بنگر کہ
کہ جوئے
جوئے آب
آب چہ
چہ مستانہ
مستانہ می
می رود
مانندِ کہکشاں
کہکشاں برگیبانِ
برگیبانِ مرغزار
در خوابِ
خوابِ ناز
ناز بود
بود بہ
بہ گہوارۂ
گہوارۂ سحاب
وا کرد
کرد چشمِ
چشمِ شوق
شوق بہ
بہ آغوشِ
آغوشِ کوہسارا
ز سنگ
سنگ ریزہ
ریزہ نغمہ
نغمہ کشاید
کشاید خرامِ
خرامِ او
سیمائے او
او چو
چو آئینہ
آئینہ بے
بے رنگ
رنگ بے
بے غبار
  قلم
قلم اٹھتا
اٹھتا ہے
ہے تو
تو سوچیں
سوچیں بدل
بدل جاتی
جاتی ہیں
اک شخص
شخص کی
کی محنت
محنت سے
سے ملتیں
ملتیں تشکیل
تشکیل پاتی
پاتی ہیں
کیا خوب
خوب تھا
تھا وہ
وہ شخص
شخص جس
جس نے
نے دنیا
دنیا کو
کو بتایا
کس طرح
طرح غوروفکر
غوروفکر سے
سے بےنام
بےنام قوم
قوم نام
نام پا
پا جاتی
جاتی ہیں
گر لکھنے
لکھنے بیٹھوں
بیٹھوں تو
تو بہت
بہت کچھ
کچھ لکھوں
لکھوں اس
اس ذات
ذات پر
جس پڑھنے
پڑھنے کے
کے لیے
لیے ہر
ہر صاحب
صاحب فہم
فہم کو
کو بےچین
بےچین پاتی
پاتی ہوں
دعاگو ہوں
ہوں اپنے
اپنے لیے
لیے اپنے
اپنے رب
رب کریم
کریم سے
ہے اگر
اگر جائز
جائز تمنا
تمنا میری
میری تو
تو قبول
قبول کر
مجھ کو
کو بھی
بھی اقبال
اقبال جیسی
جیسی فہم
فہم فراست
فراست نصیب
نصیب کر
اقبال کےبارے
کےبارے میں
میں کیا
کیا کہیں
کہیں ہم
ہم لوگ
شاعری انکی
انکی ادب
ادب پر
پر کر
کر رہی
رہی ہے
ہے راج
دنیا کو
کو دے
دے رہے
رہے ہیں
ہیں وہ
وہ پیغام
پیغام انقلاب
اور انہوں
انہوں نےاردو
نےاردو کو
کو بخش
بخش دی
دی معراج
اقبال تیری
تیری عظمت
عظمت کی
کی داستاں
داستاں کیا
کیا سناؤں
تیری زندگی
زندگی پھ
پھ لکھوں
لکھوں تو
تو الفاظ
الفاظ نہ
نہ پاؤں
کوئ نہ
نہ کرسکا
کرسکا کیا
کیا کام
کام وھ
وھ تو
تو نے
تیرے کام
کام کی
کی شان
شان میں
میں کیسے
کیسے بتاؤں
کیا خوب
خوب شاعری
شاعری کا
کا انداز
انداز ہے
ہے تیرا
اک اک
اک لفظ
لفظ میں
میں جادو
جادو سا
سا چھپا
چھپا پاؤں
بکھری امت
امت کو
کو ملا
ملا دیا
دیا تو
تو نے
نے کیسے
تیرے احسان
احسان مسلماں
مسلماں کو
کو میں
میں کیسے
کیسے بتاؤں
تیرے اشعار
اشعار میں
میں نوجواں
نوجواں کے
کے لیے
لیے نصیحت
نصیحت ھے
ھے چھپی
کاش اس
اس قوم
قوم کو
کو ان
ان باتوں
باتوں پر
پر چلتا
چلتا ھوا
ھوا پاؤں
لوگوں کو
کو جگانے
جگانے کا
کا جادو
جادو تھا
تھا پاس
پاس تیرے
تیرے اقبال
ایسا ھی
ھی ھنر
ھنر اے
اے کاش
کاش میں
میں بھی
بھی پاؤں
مردوکوزندہ جانتا
جانتا ھے
ھے آزری
آزری نظام
وھاں کے
کے بتکدے
بتکدے اور
اور خانقاہ
خانقاہ جات
مٹا دی
دی اپنی
اپنی ھستی
ھستی کو
کو اگر
اگر کچھ
کچھ مرتبہ
مرتبہ چاھے
کے دانہ
دانہ خاک
خاک میں
میں ملکر
ملکر گل
گل گلزار
گلزار بنتا
بنتا ھے
نگاہ فقر
فقر میں
میں شان
شان سکندری
سکندری کیا
کیا ہے
خراج کی
کی جو
جو گدا
گدا ہو
ہو وہ
وہ قیصری
قیصری کیا
کیا ہے
بتوں سے
سے تجھ
تجھ کو
کو امیدیں
امیدیں خدا
خدا سے
سے نومیدی
مجھے بتا
بتا تو
تو سہی
سہی اور
اور کافری
کافری کیا
کیا ہے
فلک نے
نے ان
ان کو
کو عطا
عطا کی
کی ہے
ہے خواجگی
خواجگی کہ
کہ جنھیں
خبر نہیں
نہیں روش
روش بندہ
بندہ پروری
پروری کیا
کیا ہے
فقط نگاہ
نگاہ سے
سے ہوتا
ہوتا ہے
ہے فیصلہ
فیصلہ دل
دل کا
نہ ہو
ہو نگاہ
نگاہ میں
میں شوخی
شوخی تو
تو دلبری
دلبری کیا
کیا ہے
اسی خطا
خطا سے
سے عتاب
عتاب ملوک
ملوک ہے
ہے مجھ
مجھ پر
کہ جانتا
جانتا ہوں
ہوں مآل
مآل سکندری
سکندری کیا
کیا ہے
کسے نہیں
نہیں ہے
ہے تمنائے
تمنائے سروری
سروری لیکن
خودی کی
کی موت
موت ہو
ہو جس
جس میں
میں وہ
وہ سروری
سروری کیا
کیا ہے
خوش گئی
گئی ہے
ہے جہاں
جہاں کو
کو قلندری
قلندری میری
وگرنہ شعر
شعر مرا
مرا کیا
کیا ہے
ہے شاعری
شاعری کیا
کیا ہے
نہ رکھ
رکھ اُمید
اُمید وفا
وفا کسی
کسی پرندے
پرندے سے
سے وصی
زراپرنکل آئیں
آئیں اپناہی
اپناہی آشیانہ
آشیانہ بھول
بھول جاتے
جاتے ہیں
پرندے ہواؤں
ہواؤں سے
سے وفاکرتے
وفاکرتے ہیں
ہیں زمین
زمین سے
سے نہیں
نہیں اقبال
اگرپرندوں سے
سے وفا
وفا چاہئیے
چاہئیے تو
تو آسمان
آسمان میں
میں اُڑنا
اُڑنا سیکھ
بنااُڑے انسان
انسان پرندوں
پرندوں سے
سے برترہے
